country,sex,education,ID,age,marital_status,hh_size,child,employment_status,income_loss,insurance_unemp,lost_job,work_hours,hh_resp,child_rep,adult_care,hh_resp3,child_rep3,hh_resp0,child_rep0,adult_care0,partner_support,child_support,dsupport,ssupport,family_support,domestic_support,source_info,use_info,food_access,access_product,access_care,access_water,access_transp,access_soc,ill_death,mental_health,discrimination,violence,cash_relief,inkind_relief,friends_support,ngo_support,num_child,hh_loss,count_adult,adult_care3,lost_dw_support,lost_relative_support,received_info,gov_support_unemp,weights,urban_rural,refugee_camp,employed,safe,reason_safe1,violence_spouse,violence_family,increase_gbv,priority_gbv,head,disability,hh_resp_b,child_rep_b,adult_care_b,nonhh_rep,risk_covid,reason_safe,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,coping_8,coex,safe_community,UserId,country1,employment_status_a,emp_y,emp_y_a,lost_job_hh,food_need,check,id5,m,main_source_info,ill,mental_health_ind,mental_health_hh,worried_cause_1,worried_cause_2,worried_cause_3,worried_cause_4,worried_cause_5,worried_cause_6,worried_cause_7,worried_cause_8,worried_cause_9,worried_cause_10,health_insurance,healthcare_services,seek_health,access_healthcare,HC_unable_access_1,HC_unable_access_2,HC_unable_access_3,HC_unable_access_4,HC_unable_access_5,HC_unable_access_6,HC_unable_access_7,HC_unable_access_8,HC_unable_access_9,HC_unable_access_10,alternative_HC_1,alternative_HC_2,alternative_HC_3,alternative_HC_4,alternative_HC_5,alternative_HC_6,alternative_HC_7,safety_comm,exp_violence,exp_discrim,change_discrim,safety_home,reason_less_safe_1,reason_less_safe_2,reason_less_safe_3,reason_less_safe_4,reason_less_safe_5,reason_less_safe_6,reason_less_safe_7,reason_less_safe_8,reason_less_safe_9,reason_less_safe_10,reason_less_safe_11,GBV_frequency,know_harrass,know_physical,know_FGM,know_sexual,know_resources,know_online,know_emotional,know_communicate,know_child_marriage,know_dont_know,recent_kind,perp_spouse,perp_other_fam,perp_friend,perp_colleague,perp_boss,perp_client,perp_teacher,perp_neigh,perp_healthw,perp_comm_lead,perp_rel_lead,perp_security,perp_other,help_family,help_friend,help_colleague,help_client,help_teacher,help_police,help_health,help_helpline,help_social,help_non,help_neighbour,help_religious,help_online,help_other,help_no,help_don,help_refused,seek_help,where_friendly,where_family,where_rel_leader,where_centres,where_comm_lead,where_friends,where_helpline,where_police,where_health,where_cso,where_other,info_prevention,info_shelter_food,info_talk,info_psychosocial,info_insurance,info_protection,info_police,info_medical,info_financial,info_legal,info_onestop,info_other,need_health,need_food,need_water,need_hygiene,need_shelter,need_tenure,need_education,need_income,need_safety,need_other,id2,n,id4,violence_comm,GBV_problem,GBV_change,help_women,region,hh_size_cat,age_cat,age_cat2,education2,edu_age,edu_child,young_child,hh_comp_mar,countryweightf,countryweightm,_merge,weights_sample
Eswatini,Men,Secondary,,21,Single,5,0,Formal employee,yes,,yes,,yes,yes,yes,No,No,No,yes,yes,No,No,No,No,yes,No,Radio/Television/Newspaper,,No,,No,yes,,,No,yes,Yes,,No,No,,,0,No,0,No,,,,,0,Rural,,,No,,1,0,0,,No,No,Yes,Yes,Yes,,,,,,,,,,,,,No,E1165,17,Other,1,1,yes,,Nonmissing conflict (5),1-21-3,,Radio/Television/Newspaper,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,,,No,Didn’t need any healthcare services,,,,,,,,,,,,,,,,,,Feel safer,No,Yes,"No, it didn’t change",Feel safer,,,,,,,,,,,,Happens sometimes,No,No,No,No,Yes,No,No,Yes,No,No,Denial of resources,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,17-1-21-3-.-1,1,1-21-3,0,A lot,"Yes, increased",No,ESA,4-5,18-24,18-24,Secondary Education or Less,1,0,0,Single without children,0,0,Matched (3),1
Eswatini,Women,Primary,,21,Single,4,0,Other,,,,,No,No,,No,No,yes,No,yes,,,,,yes,,,,No,,,No,,,,,,,No,yes,,,1,No,0,,,,,,0,Rural,,,,,,,,,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,E2398,17,Other,,1,No,,Master only (1),0-21-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESA,4-5,18-24,18-24,Secondary Education or Less,1,0,0,Single without children,0,0,Matched (3),1
Eswatini,Women,Tertiary,,35,Single,8,1,Own Account Worker,No,,yes,,yes,yes,No,yes,yes,yes,yes,yes,,,,,yes,,Internet and social media ,,yes,,No,yes,,,No,No,No,,No,No,,,5,yes,0,No,,,,,0,Rural,,,No,,0,0,1,,yes,No,Yes,Yes,No,,,,,,,,,,,,,No,E1053,17,Did not work (not in the labor force),1,1,yes,Some food needs,Nonmissing conflict (5),0-35-4,,"Internet,social media",No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,,No,Didn’t need any healthcare services,,,,,,,,,,,,,,,,,,Feel safer,No,No,"Yes, it increased",Feel safer,,,,,,,,,,,,Happens very often,No,No,No,No,Yes,No,No,No,No,No,Denial of resources,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,17-0-35-4-1-2,2,0-35-4,0,A lot,"No, stayed the same",No,ESA,8 and more,35-39,35-44,Tertiary Education and More,0,0,0,Single Parent,0,0,Matched (3),1
Eswatini,Men,Secondary,,39,Married,1,0,Employer,No,,No,,No,,No,No,,No,No,yes,yes,No,No,No,yes,No,Radio/Television/Newspaper,,yes,,No,yes,,,yes,yes,No,,No,No,,,0,yes,0,No,,,,,0,Urban,,,No,,0,0,1,,yes,No,Yes,,Yes,,,,,,,,,,,,,No,E492,17,Employer,1,,yes,,Nonmissing conflict (5),1-39-3,,Radio/Television/Newspaper,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Shorter waiting time as before COVID-19   outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,,,,,,,,Feel safer,No,No,"No, it didn’t change",Feel safer,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,Yes,No,No,Denial to communicate with other people,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,17-1-39-3-2-4,4,1-39-3,0,A lot,"Yes, decreased",No,ESA,1,35-39,35-44,Secondary Education or Less,0,0,0,Partnered without children,0,0,Matched (3),1
Eswatini,Men,Secondary,,21,Single,3,0,Formal employee,yes,,No,,yes,,,No,,yes,No,yes,No,No,No,No,yes,No,Public service announcement/speaker,,yes,,yes,yes,,,yes,No,No,,No,No,,,0,yes,0,,,,,,0,Rural,,,No,,0,0,0,,yes,No,No,,,,,,,,,,,,,,,No,E846,17,Formal employee,1,,yes,,Nonmissing conflict (5),1-22-3,,Public announcement/speaker,Yes,No,Yes,No,No,No,No,No,No,No,No,,,Yes,Longer waiting time as before COVID-19 outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,,,,,,,,Feel safer,No,No,"No, it didn’t change",The same feeling of safety,,,,,,,,,,,,Happens sometimes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,17-1-21-3-1-36,36,1-21-3,0,Somewhat,"Yes, decreased",,ESA,2-3,18-24,18-24,Secondary Education or Less,1,0,0,Single without children,0,0,Matched (3),1
Eswatini,Men,Secondary,,38,Married,5,1,Own Account Worker,yes,,No,,No,yes,yes,No,No,yes,yes,yes,yes,No,No,No,yes,No,Radio/Television/Newspaper,,No,yes,yes,yes,,,yes,yes,No,,No,No,,,2,yes,0,No,,,,,0,Rural,,,Yes,,1,0,1,,yes,yes,Yes,No,No,,,,,,,,,,,,,Yes,E586,17,Own Account Worker,1,,yes,,Nonmissing conflict (5),1-38-3,,Radio/Television/Newspaper,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,No,,Yes,"Yes, we tried; unable to access",Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Feel less safe,No,No,"No, it didn’t change",Feel less safe,Yes,No,No,Yes,No,No,No,No,Yes,No,,Happens very often,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Physical violence,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,,,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,17-1-38-3-2-5,5,1-38-3,0,A lot,"Yes, increased",No,ESA,4-5,35-39,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Eswatini,Men,Secondary,,45,Married,5,0,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,yes,yes,No,,,,,,1,,,,,,,,0,Rural,,,No,,0,0,1,,yes,,,,,,,,,,,,,,,,,Yes,E2970,17,,,,,,Using only (2),,,Radio/Television/Newspaper,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,,No,Didn’t need any healthcare services,,,,,,,,,,,,,,,,,,Feel less safe,No,No,"No, it didn’t change",The same feeling of safety,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,17-1-45-3-2-4,4,1-45-3,0,A lot,"No, stayed the same",,ESA,4-5,45-49,45-59,Secondary Education or Less,0,0,0,Partnered without children,0,0,Matched (3),1
Eswatini,Men,Secondary,,26,Single,9,1,Formal employee,No,,No,,No,No,No,No,No,yes,yes,No,yes,No,No,No,yes,No,,,No,,,No,,,,,,,No,No,,,4,No,0,No,,,,,0,Urban,,,,,,,,,yes,No,Yes,Yes,Yes,,,,,,,,,,,,,,E1059,17,Formal employee,1,,No,All food needs,Master only (1),1-26-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESA,8 and more,25-29,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Eswatini,Men,Secondary,,36,Single,6,0,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,yes,yes,No,,,,,,0,,,,,,,,0,Urban,,,No,,0,0,0,,yes,,,,,,,,,,,,,,,,,No,E2717,17,,,,,,Using only (2),,,Radio/Television/Newspaper,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,,No,Didn’t need any healthcare services,,,,,,,,,,,,,,,,,,Feel safer,No,No,"Yes, it increased",Feel safer,,,,,,,,,,,,Happens sometimes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,17-1-36-3-1-5,5,1-36-3,0,Somewhat,"No, stayed the same",,ESA,6-7,35-39,35-44,Secondary Education or Less,0,0,0,Single without children,0,0,Matched (3),1
Eswatini,Men,Secondary,,28,Married,5,1,Not employed,,,,,No,yes,yes,No,No,yes,yes,yes,,,,,yes,,Radio/Television/Newspaper,,yes,,No,yes,,,No,No,No,,No,No,,,2,No,0,No,,,,,0,Rural,,,No,,0,0,1,,yes,No,Yes,Yes,Yes,,,,,,,,,,,,,No,E441,17,Not employed,,1,No,All food needs,Nonmissing conflict (5),1-28-3,,Radio/Television/Newspaper,No,No,No,No,No,No,No,No,No,No,No,,,No,,No,"Yes, we tried; able to access",,,,,,,,,,,,,,,,,,The same feeling,No,No,"No, it didn’t change",Feel safer,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,17-1-28-3-2-9,9,1-28-3,0,A little bit,"Yes, increased",,ESA,4-5,25-29,25-34,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Eswatini,Men,Tertiary,,30,Married,9,1,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,yes,No,,,,,,4,,,,,,,,0,Urban,,,No,,0,0,1,,No,,,,,,,,,,,,,,,,,No,E2588,17,,,,,,Using only (2),,,,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Had to go repeatedly as doctors are not available during COVID-19 outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,,,,,,,,The same feeling,Yes,No,"No, it didn’t change",The same feeling of safety,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,17-1-30-4-2-2,2,1-30-4,1,A lot,"Yes, increased",,ESA,8 and more,30-34,25-34,Tertiary Education and More,0,0,0,Partnered with children,0,0,Matched (3),1
Eswatini,Women,Secondary,,23,Married,5,1,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,yes,yes,No,,,,,,2,,,,,,,,0,Rural,,,No,,0,0,1,,No,,,,,,,,,,,,,,,,,Yes,E2858,17,,,,,,Using only (2),,,Radio/Television/Newspaper,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,,No,Didn’t need any healthcare services,,,,,,,,,,,,,,,,,,Feel less safe,No,No,"Yes, it increased",Feel safer,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,17-0-23-3-2-1,1,0-23-3,0,A lot,"Yes, increased",,ESA,4-5,18-24,18-24,Secondary Education or Less,1,1,1,Partnered with children,0,0,Matched (3),1
Eswatini,Men,Primary,,36,Married,1,0,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,No,,,,No,No,No,,,,,,0,,,,,,,,0,Rural,,,No,,0,0,0,,yes,,,,,,,,,,,,,,,,,No,E2697,17,,,,,,Using only (2),,,Radio/Television/Newspaper,No,No,No,No,No,No,No,No,No,No,No,,,No,Shorter waiting time as before COVID-19   outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,,,,,,,,The same feeling,No,No,"No, it didn’t change",The same feeling of safety,,,,,,,,,,,,Happens sometimes,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,17-1-36-2-2-8,8,1-36-2,0,Somewhat,"Yes, increased",,ESA,1,35-39,35-44,Secondary Education or Less,0,0,0,Partnered without children,0,0,Matched (3),1
Eswatini,Women,Secondary,,25,Single,13,1,Other,,,,,yes,yes,yes,yes,No,yes,No,yes,No,No,No,No,yes,yes,Radio/Television/Newspaper,,yes,,No,,,,yes,No,No,,No,No,,,7,yes,0,No,,,,,0,Rural,,,Yes,,0,0,,,No,yes,Yes,Yes,Yes,,,,,,,,,,,,,No,E827,17,Other,,1,yes,Some food needs,Nonmissing conflict (5),0-25-3,,Radio/Television/Newspaper,Yes,No,No,No,No,No,No,No,No,No,No,,,Yes,Same waiting time as before COVID-19 outbreak,Yes,Didn’t need any healthcare services,,,,,,,,,,,,,,,,,,Feel safer,No,No,"Yes, it decreased",Feel less safe,Yes,No,No,No,No,No,Yes,No,No,No,,,No,No,No,No,No,No,Yes,No,No,Yes,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,17-0-25-3-1-3,3,0-25-3,0,,"No, stayed the same",Yes,ESA,8 and more,25-29,25-34,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Eswatini,Men,Secondary,,45,Single,1,0,Own Account Worker,yes,,No,,yes,,No,No,,No,No,yes,,,,,yes,,Health centre/Family doctor,,No,,No,No,,,No,No,No,,No,No,,,0,yes,0,No,,,,,0,Urban,,,Yes,,1,0,1,,yes,No,No,,No,,,,,,,,,,,,,Yes,E1267,17,Own Account Worker,1,,No,,Nonmissing conflict (5),1-44-3,,Community health worker/volunteer,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,,No,Didn’t need any healthcare services,,,,,,,,,,,,,,,,,,Feel less safe,No,No,"No, it didn’t change",Feel less safe,No,No,No,No,No,No,No,No,Yes,No,,Happens very often,No,No,No,No,No,No,Yes,No,No,No,Emotionally abuse,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,17-1-45-3-1-1,1,1-45-3,0,A lot,"Yes, increased",No,ESA,1,45-49,45-59,Secondary Education or Less,0,0,0,Single without children,0,0,Matched (3),1
Eswatini,Men,Tertiary,,28,Married,3,0,Formal employee,No,,No,,No,,,No,,No,No,yes,No,No,No,No,yes,yes,Radio/Television/Newspaper,,yes,,No,No,,,No,No,No,,No,No,,,0,No,0,,,,,,0,Urban,,,No,,0,0,1,,yes,No,Yes,,,,,,,,,,,,,,,No,E099,17,Formal employee,1,,No,,Nonmissing conflict (5),1-28-4,,Radio/Television/Newspaper,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,,No,Didn’t need any healthcare services,,,,,,,,,,,,,,,,,,The same feeling,No,No,"No, it didn’t change",Feel safer,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,17-1-28-4-2-1,1,1-28-4,0,A lot,"Yes, increased",,ESA,2-3,25-29,25-34,Tertiary Education and More,0,0,0,Partnered without children,0,0,Matched (3),1
Eswatini,Women,No Education,,42,Single,13,1,Formal employee,yes,,yes,,yes,yes,yes,No,yes,No,yes,No,,,,,yes,,Radio/Television/Newspaper,,No,,No,No,,,No,yes,No,,No,No,,,6,No,2,No,,,,,0,Urban,,,Yes,,1,0,1,,No,yes,Yes,Yes,Yes,,,,,,,,,,,,,No,E149,17,Other,1,1,yes,Some food needs,Nonmissing conflict (5),0-42-1,,Radio/Television/Newspaper,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,,Yes,"Yes, we tried; able to access",,,,,,,,,,,,,,,,,,The same feeling,No,No,"No, it didn’t change",Feel less safe,No,No,No,No,No,No,Yes,No,No,No,,Happens very often,No,No,Yes,No,No,No,No,No,No,No,Female genital mutilation,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,17-0-42-1-1-1,1,0-42-1,0,A lot,"No, stayed the same",No,ESA,8 and more,40-44,35-44,Secondary Education or Less,0,1,0,Single Parent,0,0,Matched (3),1
Eswatini,Men,Technical,,29,Single,1,0,Formal employee,No,,No,,yes,,,No,,No,No,yes,,,,,yes,,Official Government websites or other communication platforms,,No,,No,No,,,No,yes,No,,No,No,,,0,No,0,,,,,,0,Urban,,,No,,0,0,1,,yes,No,No,,,,,,,,,,,,,,,No,E2041,17,Formal employee,1,,No,,Nonmissing conflict (5),1-29-4,,Official Government websites/other channels,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,,No,Didn’t need any healthcare services,,,,,,,,,,,,,,,,,,The same feeling,No,No,"Yes, it increased",Feel safer,,,,,,,,,,,,Happens very often,Yes,Yes,No,No,No,No,No,No,No,No,Physical violence,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,17-1-29-5-1-1,1,1-29-5,0,A lot,"Yes, increased",No,ESA,1,25-29,25-34,Tertiary Education and More,0,0,0,Single without children,0,0,Matched (3),1
Eswatini,Women,Secondary,,21,Married,17,1,Own Account Worker,yes,,yes,,No,yes,yes,No,No,yes,No,yes,,,,,yes,,Radio/Television/Newspaper,,No,,No,yes,,,No,yes,No,,No,yes,,,9,yes,1,No,,,,,0,Rural,,,No,,0,0,1,,No,No,Yes,Yes,Yes,,,,,,,,,,,,,No,E1740,17,Not employed,1,1,yes,,Nonmissing conflict (5),0-21-3,,Radio/Television/Newspaper,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,,No,Didn’t need any healthcare services,,,,,,,,,,,,,,,,,,The same feeling,No,No,"No, it didn’t change",The same feeling of safety,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,17-0-21-3-2-2,2,0-21-3,0,A lot,"Yes, increased",,ESA,8 and more,18-24,18-24,Secondary Education or Less,1,1,1,Partnered with children,0,0,Matched (3),1
Eswatini,Men,Primary,,28,Single,1,0,Formal employee,No,,yes,,yes,,,No,,yes,No,yes,,,,,yes,,,,No,,,No,,,,,,,No,No,,,0,No,0,,,,,,0,Urban,,,,,,,,,yes,No,No,,No,,,,,,,,,,,,,,E2276,17,Not employed,1,1,No,Some food needs,Master only (1),1-28-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESA,1,25-29,25-34,Secondary Education or Less,0,0,0,Single without children,0,0,Matched (3),1
Eswatini,Women,Secondary,,23,Single,7,1,Did not work (not in the labor force),,,,,yes,yes,yes,No,yes,No,yes,yes,,,,,yes,,Radio/Television/Newspaper,,yes,,No,yes,,,yes,yes,No,,No,No,,,2,yes,0,No,,,,,0,Rural,,,Yes,,0,0,1,,No,No,Yes,Yes,Yes,,,,,,,,,,,,,No,E1402,17,Did not work (not in the labor force),,1,yes,No food needs,Nonmissing conflict (5),0-20-3,,Radio/Television/Newspaper,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Shorter waiting time as before COVID-19   outbreak,Yes,"Yes, we tried; able to access",,,,,,,,,,,,,,,,,,The same feeling,No,No,"No, it didn’t change",Feel less safe,No,Yes,No,No,No,No,Yes,Yes,No,No,,Happens very often,Yes,No,No,No,No,Yes,No,Yes,No,No,Online/Internet bullying,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,17-0-23-3-1-16,16,0-23-3,0,A lot,"No, stayed the same",No,ESA,6-7,18-24,18-24,Secondary Education or Less,1,1,1,Single Parent,0,0,Matched (3),1
Eswatini,Women,Secondary,,40,Married,8,1,Did not work (not in the labor force),,,,,yes,No,No,yes,No,yes,yes,yes,,,,,yes,,Radio/Television/Newspaper,,No,,No,yes,,,No,No,No,,No,No,,,3,No,0,No,,,,,0,Rural,,,No,,0,0,1,,No,No,Yes,No,Yes,,,,,,,,,,,,,No,E1733,17,Did not work (not in the labor force),,1,No,Some food needs,Nonmissing conflict (5),0-40-3,,Radio/Television/Newspaper,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,,No,Didn’t need any healthcare services,,,,,,,,,,,,,,,,,,The same feeling,No,No,"No, it didn’t change",The same feeling of safety,,,,,,,,,,,,Happens very often,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,17-0-40-3-2-4,4,0-40-3,0,A lot,"Yes, increased",,ESA,8 and more,40-44,35-44,Secondary Education or Less,0,1,0,Partnered with children,0,0,Matched (3),1
Eswatini,Women,Secondary,,19,Single,6,1,,,,,,,,,,,,,,,,,,,,Radio/Television/Newspaper,,,,,,,,No,yes,No,,,,,,2,,,,,,,,0,Rural,,,No,,0,1,1,,No,,,,,,,,,,,,,,,,,,E3209,17,,,,,,Using only (2),,,Radio/Television/Newspaper,No,Yes,Yes,No,No,No,No,No,No,No,No,,,No,,Yes,,,,,,,,,,,,,,,,,,,,No,No,"No, it didn’t change",Feel safer,,,,,,,,,,,,Happens very often,No,Yes,No,No,Yes,No,No,No,No,No,Physical violence,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,17-0-19-3-1-32,32,0-19-3,0,A lot,"Yes, increased",No,ESA,6-7,18-24,18-24,Secondary Education or Less,1,1,1,Single Parent,0,0,Matched (3),1
