,ISO,year,country,break,local_currency_code,F_local,F_usd,M_local,M_usd,T_local,T_usd,ratio_local,ratio_usd,female_share,male_share,balanced_avg,balanced_ratio
1189,POL,2020,Poland,False,EUR,1047.785,1196.775,1265.572,1445.531,1159.714,1324.621,0.827,0.827,0.486,0.513,1156.678,0.905
1190,POL,2021,Poland,False,EUR,1072.007,1267.906,1252.297,1481.142,1164.874,1377.743,0.856,0.856,0.484,0.515,1162.152,0.922
1191,POL,2022,Poland,False,EUR,1193.833,1257.164,1359.4,1431.514,1279.565,1347.444,0.878,0.878,0.482,0.517,1276.616,0.935
1192,POL,2023,Poland,False,EUR,1264.518,1367.284,1534.864,1659.6,1401.922,1515.855,0.823,0.823,0.491,0.508,1399.691,0.903
1193,PRT,1997,Portugal,False,PTE,106600.0,608.057,150900.0,860.749,132800.0,757.505,0.706,0.706,0.408,0.591,128750.0,0.827
1194,PRT,1998,Portugal,True,PTE,90133.618,500.452,109685.627,609.011,100671.312,558.961,0.821,0.821,0.461,0.538,99909.622,0.902
1195,PRT,2003,Portugal,False,EUR,581.173,657.4,692.83,783.701,638.885,722.681,0.838,0.838,0.483,0.516,637.001,0.912
1196,PRT,2004,Portugal,False,EUR,612.278,761.614,723.962,900.538,668.381,831.401,0.845,0.845,0.497,0.502,668.12,0.916
1197,PRT,2005,Portugal,False,EUR,627.129,780.205,742.558,923.809,685.535,852.868,0.844,0.844,0.494,0.505,684.843,0.915
1198,PRT,2006,Portugal,False,EUR,645.056,809.932,773.973,971.799,710.558,892.176,0.833,0.833,0.491,0.508,709.514,0.909
1199,PRT,2007,Portugal,False,EUR,654.158,896.509,785.695,1076.777,720.728,987.742,0.832,0.832,0.493,0.506,719.926,0.908
1200,PRT,2008,Portugal,False,EUR,676.868,995.507,826.05,1214.917,752.502,1106.746,0.819,0.819,0.493,0.506,751.459,0.9
1201,PRT,2009,Portugal,False,EUR,698.061,973.643,831.585,1159.88,763.768,1065.291,0.839,0.839,0.507,0.492,764.823,0.912
1202,PRT,2010,Portugal,False,EUR,718.429,952.434,831.496,1102.328,773.823,1025.869,0.864,0.864,0.51,0.489,774.962,0.927
1203,PRT,2011,Portugal,False,EUR,730.048,1016.195,869.454,1210.241,798.203,1111.063,0.839,0.839,0.511,0.488,799.751,0.912
1204,PRT,2012,Portugal,False,EUR,740.994,952.021,878.283,1128.408,807.076,1036.922,0.843,0.843,0.518,0.481,809.638,0.915
1205,PRT,2013,Portugal,False,EUR,731.088,970.972,878.319,1166.512,801.549,1064.552,0.832,0.832,0.521,0.478,804.703,0.908
1206,PRT,2014,Portugal,False,EUR,742.181,985.988,888.999,1181.036,811.931,1078.65,0.834,0.834,0.524,0.475,815.59,0.909
1207,PRT,2015,Portugal,False,EUR,757.726,840.706,899.769,998.305,825.463,915.862,0.842,0.842,0.523,0.476,828.747,0.914
1208,PRT,2016,Portugal,False,EUR,766.495,848.436,901.6,997.983,830.914,919.741,0.85,0.85,0.523,0.476,834.047,0.919
1209,PRT,2017,Portugal,False,EUR,784.114,885.799,926.343,1046.472,852.152,962.66,0.846,0.846,0.521,0.478,855.228,0.916
1210,PRT,2018,Portugal,False,EUR,810.094,956.684,947.049,1118.422,875.271,1033.655,0.855,0.855,0.524,0.475,878.571,0.922
1211,PRT,2019,Portugal,False,EUR,825.562,924.196,972.146,1088.293,895.558,1002.554,0.849,0.849,0.522,0.477,898.854,0.918
1212,PRT,2020,Portugal,False,EUR,876.554,1001.197,1016.962,1161.57,943.504,1077.666,0.861,0.861,0.523,0.476,946.758,0.925
1213,PRT,2021,Portugal,False,EUR,932.061,1102.386,1086.111,1284.588,1005.916,1189.738,0.858,0.858,0.52,0.479,1009.086,0.923
1214,PRT,2022,Portugal,False,EUR,967.161,1018.467,1115.26,1174.423,1037.934,1092.995,0.867,0.867,0.522,0.477,1041.21,0.928
1215,PRT,2023,Portugal,False,EUR,988.449,1068.779,1133.818,1225.962,1058.826,1144.876,0.871,0.871,0.515,0.484,1061.133,0.931
1216,PRY,1990,Paraguay,False,PYG,196800.0,160.025,259052.0,210.644,245183.0,199.367,0.759,0.759,0.222,0.777,227926.0,0.863
1217,PRY,1991,Paraguay,False,PYG,268860.0,202.885,361236.0,272.593,339252.0,256.004,0.744,0.744,0.237,0.762,315048.0,0.853
1218,PRY,1992,Paraguay,False,PYG,281293.0,187.496,403197.0,268.752,370520.0,246.971,0.697,0.697,0.268,0.731,342245.0,0.821
1219,PRY,1993,Paraguay,False,PYG,376062.0,215.589,498260.0,285.643,466505.0,267.438,0.754,0.754,0.259,0.74,437161.0,0.86
1220,PRY,1994,Paraguay,False,PYG,491975.0,258.286,662351.0,347.735,617861.0,324.377,0.742,0.742,0.261,0.738,577163.0,0.852
1221,PRY,1995,Paraguay,False,PYG,603788.0,307.581,747442.0,380.761,710049.0,361.713,0.807,0.807,0.26,0.739,675615.0,0.893
1222,PRY,1996,Paraguay,False,PYG,682925.0,332.031,825610.0,401.403,787852.0,383.045,0.827,0.827,0.264,0.735,754267.5,0.905
1223,PRY,1997,Paraguay,False,PYG,773147.0,355.003,948077.0,435.324,900601.0,413.525,0.815,0.815,0.271,0.728,860612.0,0.898
1224,PRY,1998,Paraguay,True,PYG,609802.698,223.659,758698.75,278.269,704482.77,258.384,0.803,0.803,0.364,0.635,684250.723,0.891
1225,PRY,1999,Paraguay,True,PYG,695111.627,222.858,826197.732,264.886,777157.115,249.163,0.841,0.841,0.374,0.625,760654.679,0.913
1226,PRY,2000,Paraguay,False,PYG,606598.0,173.992,899758.0,258.079,787514.0,225.885,0.674,0.674,0.382,0.617,753178.0,0.805
1227,PRY,2001,Paraguay,True,PYG,757906.772,184.589,884497.612,215.42,835030.998,203.372,0.856,0.856,0.39,0.609,821202.192,0.922
1228,PRY,2002,Paraguay,True,PYG,599929.181,104.951,824220.254,144.189,737552.677,129.026,0.727,0.727,0.386,0.613,712074.717,0.842
1229,PRY,2003,Paraguay,False,PYG,683218.142,106.348,927338.879,144.348,833219.657,129.697,0.736,0.736,0.385,0.614,805278.51,0.848
1230,PRY,2004,Paraguay,False,PYG,679616.45,113.751,884462.721,148.038,804576.105,134.667,0.768,0.768,0.389,0.61,782039.585,0.869
1231,PRY,2005,Paraguay,False,PYG,765672.161,123.937,1024539.58,165.839,918977.298,148.751,0.747,0.747,0.407,0.592,895105.87,0.855
1232,PRY,2006,Paraguay,False,PYG,873955.48,155.092,1156150.564,205.17,1047254.39,185.845,0.755,0.755,0.385,0.614,1015053.022,0.86
1233,PRY,2007,Paraguay,False,PYG,865948.1,172.064,1181841.552,234.832,1061324.364,210.885,0.732,0.732,0.381,0.618,1023894.825,0.845
1234,PRY,2008,Paraguay,False,PYG,1010714.079,231.64,1338597.349,306.786,1216062.833,278.703,0.755,0.755,0.373,0.626,1174655.714,0.86
1235,PRY,2009,Paraguay,False,PYG,1069208.271,215.276,1386143.966,279.088,1262973.16,254.289,0.771,0.771,0.388,0.611,1227676.118,0.87
1236,PRY,2010,Paraguay,False,PYG,1167335.104,245.319,1528108.718,321.137,1393409.774,292.83,0.763,0.763,0.373,0.626,1347721.911,0.866
1237,PRY,2011,Paraguay,False,PYG,1405119.544,335.047,1782085.647,424.933,1633673.763,389.545,0.788,0.788,0.393,0.606,1593602.595,0.881
1238,PRY,2012,Paraguay,False,PYG,1458619.588,329.881,1823791.061,412.468,1680374.219,380.033,0.799,0.799,0.392,0.607,1641205.324,0.888
1239,PRY,2013,Paraguay,False,PYG,1655693.221,384.698,2082879.73,483.954,1903658.703,442.312,0.794,0.794,0.419,0.58,1869286.475,0.885
1240,PRY,2014,Paraguay,False,PYG,1710404.014,383.311,2250058.002,504.25,2035461.723,456.158,0.76,0.76,0.397,0.602,1980231.008,0.863
1241,PRY,2015,Paraguay,False,PYG,1861511.52,357.644,2256790.413,433.588,2093259.272,402.169,0.824,0.824,0.413,0.586,2059150.966,0.904
1242,PRY,2016,Paraguay,False,PYG,1847331.033,325.777,2224502.525,392.291,2075944.677,366.093,0.83,0.83,0.393,0.606,2035916.779,0.907
1243,PRY,2017,Paraguay,False,PYG,2220584.943,395.197,2600819.147,462.867,2451865.076,436.358,0.853,0.853,0.391,0.608,2410702.045,0.921
1244,PRY,2018,Paraguay,False,PYG,2299073.266,401.087,2787709.961,486.333,2590061.358,451.852,0.824,0.824,0.404,0.595,2543391.613,0.903
1245,PRY,2019,Paraguay,False,PYG,2400176.73,384.599,2820604.192,451.968,2646762.073,424.111,0.85,0.85,0.413,0.586,2610390.461,0.919
1246,PRY,2020,Paraguay,False,PYG,2325361.0,343.425,2621320.0,387.134,2505151.0,369.977,0.887,0.887,0.392,0.607,2473340.5,0.94
1247,PRY,2021,Paraguay,False,PYG,2421507.498,357.462,2704082.225,399.176,2590196.53,382.364,0.895,0.895,0.403,0.596,2562794.861,0.944
1248,PRY,2022,Paraguay,False,PYG,2575103.364,368.781,2961908.289,424.175,2803691.163,401.517,0.869,0.869,0.409,0.59,2768505.826,0.93
1249,PRY,2023,Paraguay,False,PYG,2722461.516,373.509,3168094.337,434.648,2980586.552,408.923,0.859,0.859,0.42,0.579,2945277.926,0.924
1250,QAT,2009,Qatar,False,QAR,6106.0,1677.473,8484.0,2330.769,7792.0,2140.659,0.719,0.719,0.291,0.708,7295.0,0.837
1251,QAT,2011,Qatar,False,QAR,6094.0,1674.176,7882.0,2165.385,7401.0,2033.242,0.773,0.773,0.269,0.73,6988.0,0.872
1252,QAT,2012,Qatar,False,QAR,7445.0,2045.33,9089.0,2496.978,8654.0,2377.472,0.819,0.819,0.264,0.735,8267.0,0.9
1253,QAT,2013,Qatar,False,QAR,8510.0,2337.912,10075.0,2767.857,9667.0,2655.769,0.844,0.844,0.26,0.739,9292.5,0.915
1254,QAT,2014,Qatar,False,QAR,9294.0,2553.297,10893.0,2992.582,10483.0,2879.945,0.853,0.853,0.256,0.743,10093.5,0.92
1255,QAT,2015,Qatar,False,QAR,9406.0,2584.066,11034.0,3031.319,10568.0,2903.297,0.852,0.852,0.286,0.713,10220.0,0.92
1256,QAT,2016,Qatar,False,QAR,9845.0,2704.67,11166.0,3067.582,10793.0,2965.11,0.881,0.881,0.282,0.717,10505.5,0.937
1257,QAT,2017,Qatar,False,QAR,9960.0,2736.264,11560.0,3175.824,11099.0,3049.176,0.861,0.861,0.288,0.711,10760.0,0.925
1258,QAT,2018,Qatar,False,QAR,10034.0,2756.593,11571.0,3178.846,11121.0,3055.22,0.867,0.867,0.292,0.707,10802.5,0.928
1259,QAT,2019,Qatar,False,QAR,10391.0,2854.67,11693.0,3212.363,11308.0,3106.593,0.888,0.888,0.295,0.704,11042.0,0.941
1260,QAT,2020,Qatar,False,QAR,11002.0,3022.528,11758.0,3230.22,11554.0,3174.176,0.935,0.935,0.269,0.73,11380.0,0.966
1261,ROU,2005,Romania,True,RON,891.0,305.802,1037.0,355.911,968.0,332.229,0.859,0.859,0.472,0.527,964.0,0.924
1262,ROU,2006,Romania,False,RON,1062.0,378.073,1222.0,435.033,1146.0,407.977,0.869,0.869,0.475,0.525,1142.0,0.929
1263,ROU,2007,Romania,False,EUR,259.189,355.213,316.743,434.09,291.743,399.827,0.818,0.818,0.434,0.565,287.966,0.9
1264,ROU,2008,Romania,False,EUR,302.84,445.404,364.646,536.304,338.295,497.549,0.83,0.83,0.426,0.573,333.743,0.907
1265,ROU,2009,Romania,False,EUR,320.814,447.466,380.99,531.398,355.054,495.224,0.842,0.842,0.431,0.568,350.902,0.914
1266,ROU,2010,Romania,False,EUR,295.723,392.045,348.159,461.561,325.846,431.979,0.849,0.849,0.425,0.574,321.941,0.918
1267,ROU,2011,Romania,False,EUR,299.513,416.909,350.16,487.407,328.304,456.985,0.855,0.855,0.431,0.568,324.836,0.922
1268,ROU,2012,Romania,False,EUR,299.65,384.987,354.398,455.327,331.07,425.355,0.845,0.845,0.426,0.573,327.024,0.916
1269,ROU,2013,Romania,False,EUR,302.002,401.095,348.826,463.282,328.856,436.76,0.865,0.865,0.426,0.573,325.414,0.928
1270,ROU,2014,Romania,False,EUR,322.19,428.029,369.367,490.704,349.127,463.816,0.872,0.872,0.429,0.57,345.778,0.931
1271,ROU,2015,Romania,False,EUR,335.101,371.798,390.885,433.692,366.938,407.122,0.857,0.857,0.429,0.57,362.993,0.923
1272,ROU,2016,Romania,False,EUR,373.851,413.816,421.924,467.029,401.397,444.308,0.886,0.886,0.426,0.573,397.887,0.939
1273,ROU,2017,Romania,False,EUR,421.032,475.632,452.272,510.923,438.849,495.759,0.93,0.93,0.429,0.57,436.652,0.964
1274,ROU,2018,Romania,False,EUR,536.136,633.153,580.152,685.134,561.465,663.065,0.924,0.924,0.424,0.575,558.144,0.96
1275,ROU,2019,Romania,False,EUR,771.231,863.374,818.879,916.714,798.701,894.126,0.941,0.941,0.423,0.576,795.055,0.97
1276,ROU,2020,Romania,False,EUR,798.438,911.973,860.141,982.45,833.648,952.19,0.928,0.928,0.429,0.57,829.289,0.962
1277,ROU,2021,Romania,False,EUR,910.275,1076.619,988.41,1169.032,954.474,1128.895,0.92,0.92,0.434,0.565,949.342,0.958
1278,ROU,2022,Romania,False,EUR,943.104,993.134,1073.489,1130.437,1015.684,1069.565,0.878,0.878,0.443,0.556,1008.296,0.935
1279,ROU,2023,Romania,False,EUR,1135.142,1227.393,1308.706,1415.062,1231.55,1331.636,0.867,0.867,0.444,0.555,1221.924,0.928
1280,RUS,2017,Russian Federation,False,RUB,32658.0,559.761,45557.0,780.85,38609.0,661.761,0.716,0.716,0.538,0.461,39107.5,0.835
1281,RUS,2019,Russian Federation,False,RUB,37872.0,585.007,52533.0,811.475,44729.0,690.927,0.72,0.72,0.532,0.467,45202.5,0.837
1282,RUS,2021,Russian Federation,False,RUB,48594.0,659.757,67056.0,910.415,57240.0,777.144,0.724,0.724,0.531,0.468,57825.0,0.84
1283,RWA,2014,Rwanda,True,RWF,47486.984,69.584,68202.166,99.939,60387.79,88.488,0.696,0.696,0.377,0.622,57844.575,0.82
1284,RWA,2021,Rwanda,False,RWF,31612.177,31.976,47886.643,48.438,40708.075,41.176,0.66,0.66,0.441,0.558,39749.409,0.795
1285,SDN,2011,Sudan,False,SDG,403.07,151.154,462.656,173.499,452.718,169.772,0.871,0.871,0.166,0.833,432.863,0.931
1286,SEN,2011,Senegal,True,XOF,90938.174,192.973,110551.034,234.592,105131.304,223.091,0.822,0.822,0.276,0.723,100744.603,0.902
1287,SGP,1991,Singapore,False,SGD,1366.5,791.005,1910.3,1105.786,1668.8,965.992,0.715,0.715,0.444,0.555,1638.4,0.834
1288,SGP,1992,Singapore,False,SGD,1468.0,901.185,2075.8,1274.305,1803.9,1107.389,0.707,0.707,0.447,0.552,1771.9,0.828
1289,SGP,1993,Singapore,False,SGD,1579.1,977.292,2191.3,1356.178,1917.7,1186.849,0.72,0.72,0.446,0.553,1885.2,0.837
1290,SGP,2007,Singapore,False,SGD,3148.0,2088.777,4335.0,2876.382,3773.0,2503.481,0.726,0.726,0.473,0.526,3741.5,0.841
1291,SGP,2008,Singapore,False,SGD,3332.0,2355.002,4560.0,3222.932,3977.0,2810.877,0.73,0.73,0.474,0.525,3946.0,0.844
1292,SGP,2009,Singapore,False,SGD,3247.0,2232.36,4436.0,3049.814,3872.0,2662.056,0.731,0.731,0.474,0.525,3841.5,0.845
1293,SGP,2010,Singapore,False,SGD,3434.0,2518.503,4686.0,3436.723,4089.0,2998.882,0.732,0.732,0.476,0.523,4060.0,0.845
1294,SGP,2011,Singapore,False,SGD,3099.0,2463.873,3441.0,2735.782,3249.0,2583.131,0.9,0.9,0.561,0.438,3270.0,0.947
1295,SGP,2012,Singapore,False,SGD,3230.0,2584.67,3640.0,2912.754,3480.0,2784.721,0.887,0.887,0.39,0.609,3435.0,0.94
1296,SGP,2013,Singapore,False,SGD,3480.0,2781.108,3915.0,3128.746,3705.0,2960.921,0.888,0.888,0.482,0.517,3697.5,0.941
1297,SGP,2014,Singapore,False,SGD,3518.0,2776.528,4000.0,3156.939,3770.0,2975.415,0.879,0.879,0.477,0.522,3759.0,0.935
1298,SGP,2015,Singapore,False,SGD,3744.0,2723.256,4118.0,2995.29,3949.0,2872.366,0.909,0.909,0.451,0.548,3931.0,0.952
1299,SGP,2016,Singapore,False,SGD,3803.0,2752.712,4241.0,3069.749,4056.0,2935.841,0.896,0.896,0.422,0.577,4022.0,0.945
1300,SGP,2017,Singapore,False,SGD,4027.0,2916.161,4437.0,3213.064,4232.0,3064.613,0.907,0.907,0.5,0.5,4232.0,0.951
1301,SGP,2018,Singapore,False,SGD,4095.0,3035.938,4680.0,3469.644,4437.0,3289.489,0.875,0.874,0.415,0.584,4387.5,0.933
1302,SGP,2019,Singapore,False,SGD,4329.0,3173.385,4810.0,3525.984,4563.0,3344.92,0.9,0.899,0.513,0.486,4569.5,0.947
1303,SGP,2020,Singapore,False,SGD,4374.0,3170.159,4719.0,3420.206,4534.0,3286.122,0.926,0.926,0.536,0.463,4546.5,0.962
1304,SGP,2021,Singapore,False,SGD,4437.0,3302.609,4875.0,3628.627,4680.0,3483.482,0.91,0.91,0.445,0.554,4656.0,0.952
1305,SLB,2005,Solomon Islands,False,SBD,11929.336,1584.268,15151.922,2012.241,14206.702,1886.712,0.787,0.787,0.293,0.706,13540.629,0.881
1306,SLV,1998,El Salvador,False,SVC,1684.37,192.39,2183.48,249.398,1968.13,224.801,0.771,0.771,0.431,0.568,1933.925,0.87
1307,SLV,1999,El Salvador,False,SVC,1706.12,194.874,2178.3,248.806,1969.35,224.94,0.783,0.783,0.442,0.557,1942.21,0.878
1308,SLV,2000,El Salvador,False,SVC,1809.79,206.715,2287.29,261.255,2073.25,236.808,0.791,0.791,0.448,0.551,2048.54,0.883
1309,SLV,2002,El Salvador,True,USD,204.59,204.59,277.58,277.58,243.71,243.71,0.737,0.737,0.464,0.535,241.084,0.848
1310,SLV,2003,El Salvador,False,USD,199.9,199.9,258.31,258.31,232.0,232.0,0.773,0.773,0.45,0.549,229.105,0.872
1311,SLV,2004,El Salvador,False,USD,206.75,206.75,255.12,255.12,234.01,234.01,0.81,0.81,0.436,0.563,230.935,0.895
1312,SLV,2005,El Salvador,False,USD,217.3,217.3,270.6,270.6,246.7,246.7,0.803,0.803,0.448,0.551,243.95,0.89
1313,SLV,2006,El Salvador,False,USD,230.3,230.3,260.2,260.2,247.4,247.4,0.885,0.885,0.428,0.571,245.25,0.939
1314,SLV,2021,El Salvador,False,USD,1235.89,1235.89,1644.469,1644.469,1498.59,1498.59,0.751,0.751,0.357,0.642,1440.179,0.858
1315,SLV,2022,El Salvador,False,USD,1368.017,1368.017,1777.244,1777.244,1624.254,1624.254,0.769,0.769,0.373,0.626,1572.63,0.869
1316,SLV,2023,El Salvador,False,USD,1606.116,1606.116,1992.19,1992.19,1842.831,1842.831,0.806,0.806,0.386,0.613,1799.153,0.892
1317,SRB,2013,Serbia,False,EUR,511.953,679.934,558.954,742.357,537.263,713.548,0.915,0.915,0.461,0.538,535.453,0.956
1318,SRB,2014,Serbia,False,EUR,718.065,953.95,777.454,1032.848,749.956,996.317,0.923,0.923,0.463,0.536,747.759,0.96
1319,SRB,2015,Serbia,False,EUR,687.755,763.073,771.371,855.846,731.397,811.495,0.891,0.891,0.478,0.521,729.563,0.942
1320,SRB,2016,Serbia,False,EUR,682.5,755.461,780.602,864.051,733.784,812.227,0.874,0.874,0.477,0.522,731.55,0.932
1321,SRB,2017,Serbia,False,EUR,709.731,801.77,812.465,917.826,763.622,862.649,0.873,0.873,0.475,0.524,761.098,0.932
1322,SRB,2018,Serbia,False,EUR,698.145,824.477,829.539,979.648,768.782,907.896,0.841,0.841,0.462,0.537,763.842,0.913
1323,SRB,2019,Serbia,False,EUR,785.078,878.874,924.758,1035.243,860.217,962.991,0.848,0.848,0.462,0.537,854.918,0.918
1324,SRB,2020,Serbia,False,EUR,624.493,713.294,742.553,848.141,688.566,786.477,0.841,0.841,0.457,0.542,683.523,0.913
1325,SRB,2021,Serbia,False,EUR,674.682,797.974,811.086,959.305,748.059,884.76,0.831,0.831,0.462,0.537,742.884,0.908
1326,SRB,2022,Serbia,False,EUR,721.968,760.267,821.056,864.612,775.185,816.307,0.879,0.879,0.462,0.537,771.512,0.935
1327,SUR,2016,Suriname,False,SRD,2182.415,350.384,2403.406,385.864,2310.033,370.873,0.908,0.908,0.422,0.577,2292.91,0.951
1328,SVK,2005,Slovakia,False,SKK,304.204,9.807,403.972,13.024,354.367,11.424,0.753,0.752,0.497,0.502,354.087,0.859
1329,SVK,2006,Slovakia,False,SKK,339.576,11.435,440.092,14.819,390.847,13.161,0.771,0.771,0.489,0.51,389.834,0.871
1330,SVK,2007,Slovakia,False,SKK,528.756,21.412,687.042,27.822,610.223,24.711,0.769,0.769,0.485,0.514,607.899,0.869
1331,SVK,2008,Slovakia,False,SKK,629.813,29.484,821.024,38.435,726.922,34.03,0.767,0.767,0.492,0.507,725.418,0.868
1332,SVK,2010,Slovakia,False,EUR,816.024,1081.816,1026.107,1360.328,923.697,1224.561,0.795,0.795,0.487,0.512,921.065,0.885
1333,SVK,2011,Slovakia,False,EUR,792.876,1103.648,999.162,1390.788,898.328,1250.432,0.793,0.793,0.488,0.511,896.019,0.884
1334,SVK,2012,Slovakia,False,EUR,856.687,1100.662,1080.408,1388.096,970.216,1246.523,0.792,0.792,0.492,0.507,968.547,0.884
1335,SVK,2013,Slovakia,False,EUR,821.515,1091.069,1045.373,1388.379,935.266,1242.144,0.785,0.785,0.491,0.508,933.444,0.88
1336,SVK,2014,Slovakia,False,EUR,936.199,1243.741,1185.024,1574.305,1063.539,1412.912,0.79,0.79,0.488,0.511,1060.611,0.882
1337,SVK,2015,Slovakia,False,EUR,968.984,1075.101,1196.071,1327.056,1086.339,1205.307,0.81,0.81,0.483,0.516,1082.527,0.895
1338,SVK,2016,Slovakia,False,EUR,956.13,1058.343,1202.298,1330.827,1083.932,1199.808,0.795,0.795,0.48,0.519,1079.214,0.885
1339,SVK,2017,Slovakia,False,EUR,975.473,1101.973,1175.717,1328.186,1079.203,1219.155,0.829,0.829,0.481,0.518,1075.595,0.906
1340,SVK,2018,Slovakia,False,EUR,1039.541,1227.652,1232.636,1455.688,1139.425,1345.609,0.843,0.843,0.482,0.517,1136.089,0.915
1341,SVK,2019,Slovakia,False,EUR,1109.688,1242.267,1377.932,1542.56,1249.534,1398.822,0.805,0.805,0.478,0.521,1243.81,0.892
1342,SVK,2020,Slovakia,False,EUR,1204.126,1375.348,1487.284,1698.77,1351.013,1543.122,0.809,0.809,0.481,0.518,1345.705,0.894
1343,SVK,2021,Slovakia,False,EUR,1191.928,1409.741,1455.086,1720.989,1332.586,1576.103,0.819,0.819,0.465,0.534,1323.507,0.9
1344,SVK,2022,Slovakia,False,EUR,1155.45,1216.745,1400.27,1474.552,1281.814,1349.813,0.825,0.825,0.483,0.516,1277.86,0.904
1345,SVK,2023,Slovakia,False,EUR,1210.77,1309.168,1372.153,1483.666,1293.46,1398.578,0.882,0.882,0.487,0.512,1291.461,0.937
1346,SVN,2005,Slovenia,False,SIT,1140.885,5.92,1286.224,6.675,1217.835,6.32,0.887,0.886,0.47,0.529,1213.554,0.94
1347,SVN,2006,Slovenia,False,SIT,1194.464,6.253,1293.646,6.772,1247.506,6.53,0.923,0.923,0.465,0.534,1244.054,0.96
1348,SVN,2008,Slovenia,False,EUR,1612.594,2371.732,1775.479,2611.296,1699.122,2498.994,0.908,0.908,0.468,0.531,1694.036,0.951
1349,SVN,2009,Slovenia,False,EUR,1685.048,2350.275,1903.392,2654.817,1801.389,2512.546,0.885,0.885,0.467,0.532,1794.22,0.939
1350,SVN,2010,Slovenia,False,EUR,1759.852,2333.065,1955.415,2592.326,1863.089,2469.928,0.899,0.899,0.472,0.527,1857.633,0.947
1351,SVN,2011,Slovenia,False,EUR,1803.977,2511.056,1955.921,2722.555,1884.161,2622.668,0.922,0.922,0.472,0.527,1879.949,0.959
1352,SVN,2012,Slovenia,False,EUR,1873.357,2406.867,2044.12,2626.262,1963.002,2522.043,0.916,0.916,0.475,0.524,1958.738,0.956
1353,SVN,2013,Slovenia,False,EUR,1854.476,2462.962,2088.226,2773.412,1976.194,2624.619,0.888,0.888,0.479,0.52,1971.351,0.94
1354,SVN,2014,Slovenia,False,EUR,1873.761,2489.294,2090.056,2776.641,1989.283,2642.764,0.896,0.896,0.465,0.534,1981.908,0.945
1355,SVN,2015,Slovenia,False,EUR,1905.843,2114.558,2156.086,2392.205,2040.241,2263.674,0.883,0.883,0.462,0.537,2030.964,0.938
1356,SVN,2016,Slovenia,False,EUR,1876.969,2077.621,2151.639,2381.656,2023.05,2239.321,0.872,0.872,0.468,0.531,2014.304,0.931
1357,SVN,2017,Slovenia,False,EUR,1914.452,2162.721,2174.759,2456.785,2052.266,2318.406,0.88,0.88,0.47,0.529,2044.605,0.936
1358,SVN,2018,Slovenia,False,EUR,1959.395,2313.956,2216.899,2618.057,2093.594,2472.44,0.883,0.883,0.478,0.521,2088.147,0.938
1359,SVN,2019,Slovenia,False,EUR,2031.514,2274.229,2332.108,2610.735,2187.969,2449.375,0.871,0.871,0.479,0.52,2181.811,0.931
1360,SVN,2020,Slovenia,False,EUR,2104.617,2403.885,2471.075,2822.452,2295.388,2621.783,0.851,0.851,0.479,0.52,2287.846,0.919
1361,SVN,2021,Slovenia,False,EUR,2243.881,2653.928,2626.851,3106.883,2443.081,2889.53,0.854,0.854,0.479,0.52,2435.366,0.921
1362,SVN,2022,Slovenia,False,EUR,2434.51,2563.658,2815.758,2965.13,2633.521,2773.226,0.864,0.864,0.478,0.521,2625.134,0.927
1363,SVN,2023,Slovenia,False,EUR,2534.43,2740.4,2976.045,3217.904,2762.815,2987.345,0.851,0.851,0.482,0.517,2755.237,0.919
1364,SWE,1993,Sweden,False,SEK,85.6,10.998,99.35,12.764,95.88,12.318,0.861,0.861,0.252,0.747,92.475,0.925
1365,SWE,1994,Sweden,False,SEK,12555.538,1627.215,17173.198,2225.669,15310.121,1984.212,0.731,0.731,0.403,0.596,14864.368,0.844
1366,SWE,1995,Sweden,False,SEK,11991.128,1681.014,16262.251,2279.776,14559.939,2041.131,0.737,0.737,0.398,0.601,14126.689,0.848
1367,SWE,1996,Sweden,False,SEK,13080.325,1950.553,17411.629,2596.442,15673.444,2337.242,0.751,0.751,0.401,0.598,15245.977,0.857
1368,SWE,1997,Sweden,True,SEK,12380.019,1621.505,16410.288,2149.38,14775.878,1935.309,0.754,0.754,0.405,0.594,14395.153,0.86
1369,SWE,1998,Sweden,False,SEK,12235.826,1539.123,15932.682,2004.144,14503.26,1824.34,0.767,0.767,0.386,0.613,14084.254,0.868
1370,SWE,1999,Sweden,False,SEK,13354.089,1616.243,17387.997,2104.466,15795.426,1911.717,0.768,0.768,0.394,0.605,15371.043,0.868
1371,SWE,2000,Sweden,False,SEK,13821.609,1508.54,18267.775,1993.81,16502.082,1801.096,0.756,0.756,0.397,0.602,16044.692,0.861
1372,SWE,2001,Sweden,False,SEK,13584.482,1315.161,17732.565,1716.752,16119.253,1560.562,0.766,0.766,0.388,0.611,15658.523,0.867
1373,SWE,2002,Sweden,False,EUR,2303.35,2177.987,2738.77,2589.709,2589.97,2449.008,0.841,0.841,0.341,0.658,2521.06,0.913
1374,SWE,2003,Sweden,False,SEK,14276.227,1765.482,18582.595,2298.033,16921.333,2092.592,0.768,0.768,0.385,0.614,16429.411,0.868
1375,SWE,2004,Sweden,False,EUR,1856.543,2309.358,2567.433,3193.636,2210.65,2749.833,0.723,0.723,0.501,0.498,2211.988,0.839
1376,SWE,2005,Sweden,False,EUR,1876.996,2335.152,2699.728,3358.706,2285.978,2843.963,0.695,0.695,0.502,0.497,2288.362,0.82
