,ISO,year,country,break,local_currency_code,F_local,F_usd,M_local,M_usd,T_local,T_usd,ratio,female_share,male_share,balanced_avg,balanced_ratio,ratio_usd
575,ECU,2019,Ecuador,False,USD,524.583,524.583,505.553,505.553,512.063,512.063,1.037,0.342,0.657,515.068,1.018,1.0376419485197397
576,ECU,2020,Ecuador,True,USD,525.905,525.905,446.541,446.541,472.334,472.334,1.177,0.324,0.675,486.222,1.081,1.177730600325614
577,ECU,2021,Ecuador,False,USD,507.824,507.824,469.86,469.86,482.378,482.378,1.08,0.329,0.67,488.842,1.038,1.0807985357340484
578,ECU,2022,Ecuador,False,USD,508.533,508.533,494.815,494.815,499.383,499.383,1.027,0.332,0.667,501.674,1.013,1.0277234926184533
579,ECU,2023,Ecuador,False,USD,523.693,523.693,501.085,501.085,509.086,509.086,1.045,0.353,0.646,512.389,1.022,1.0451180937365916
580,EGY,1990,Egypt,False,EGP,199.18,128.502,246.81,159.232,238.15,153.645,0.807,0.181,0.818,222.995,0.893,0.8070111535369776
581,EGY,1991,Egypt,False,EGP,216.5,68.993,264.13,84.171,255.47,81.412,0.819,0.181,0.818,240.315,0.9,0.8196766107091514
582,EGY,1992,Egypt,False,EGP,242.48,72.998,285.78,86.033,277.12,83.426,0.848,0.199,0.8,264.13,0.918,0.8484883707414597
583,EGY,1993,Egypt,False,EGP,285.78,85.243,333.41,99.451,329.08,98.159,0.857,0.09,0.909,309.595,0.923,0.8571356748549537
584,EGY,1994,Egypt,False,EGP,298.77,88.259,359.39,106.167,355.06,104.888,0.831,0.071,0.928,329.08,0.907,0.8313223506362617
585,EGY,1996,Egypt,False,EGP,359.39,105.968,441.66,130.226,428.67,126.396,0.813,0.157,0.842,400.525,0.897,0.8137238339502096
586,EGY,1997,Egypt,False,EGP,407.02,120.109,471.97,139.275,463.31,136.72,0.862,0.133,0.866,439.495,0.926,0.8623873631304971
587,EGY,1998,Egypt,False,EGP,424.34,125.248,497.95,146.975,489.29,144.418,0.852,0.117,0.882,461.145,0.92,0.8521721381187277
588,EGY,1999,Egypt,False,EGP,502.28,147.936,640.84,188.746,619.19,182.369,0.783,0.156,0.843,571.56,0.878,0.7837834973986204
589,EGY,2000,Egypt,False,EGP,541.25,155.888,731.77,210.76,701.46,202.03,0.739,0.159,0.84,636.51,0.85,0.7396469918390587
590,EGY,2001,Egypt,False,EGP,575.89,144.951,679.81,171.107,666.82,167.838,0.847,0.124,0.875,627.849,0.917,0.8471365870478706
591,EGY,2002,Egypt,False,EGP,601.87,133.759,723.11,160.703,705.79,156.854,0.832,0.142,0.857,662.49,0.908,0.8323366707528794
592,EGY,2003,Egypt,False,EGP,645.17,110.269,775.07,132.471,753.42,128.77,0.832,0.166,0.833,710.12,0.908,0.8324010538155521
593,EGY,2004,Egypt,False,EGP,731.77,118.099,835.69,134.87,822.7,132.774,0.875,0.125,0.875,783.73,0.933,0.8756506265292504
594,EGY,2005,Egypt,False,EGP,723.11,125.131,930.95,161.096,896.31,155.102,0.776,0.166,0.833,827.03,0.874,0.776748026021751
595,EGY,2006,Egypt,False,EGP,814.04,141.988,1021.88,178.24,991.57,172.953,0.796,0.145,0.854,917.96,0.886,0.7966113105924596
596,EGY,2007,Egypt,False,EGP,878.99,155.976,1130.13,200.54,1091.16,193.625,0.777,0.155,0.844,1004.56,0.875,0.7777799940161564
597,EGY,2008,Egypt,True,EGP,43.84,8.07,76.741,14.126,71.235,13.113,0.571,0.167,0.832,60.29,0.727,0.5712869885317854
598,EGY,2009,Egypt,False,EGP,79.912,14.413,272.022,49.061,240.272,43.335,0.293,0.165,0.834,175.966,0.454,0.2937771345875543
599,EGY,2010,Egypt,False,EGP,600.5,106.814,800.762,142.435,760.359,135.248,0.749,0.201,0.798,700.631,0.857,0.7499139958577596
600,EGY,2011,Egypt,False,EGP,981.859,165.496,945.452,159.359,953.332,160.688,1.038,0.216,0.783,963.655,1.018,1.0385105328221187
601,EGY,2012,Egypt,False,EGP,1332.892,220.092,1285.991,212.348,1296.577,214.096,1.036,0.225,0.774,1309.441,1.017,1.0364684386007874
602,EGY,2013,Egypt,False,EGP,1264.304,184.024,1437.857,209.285,1398.949,203.622,0.879,0.224,0.775,1351.08,0.935,0.879298564158922
603,EGY,2015,Egypt,False,EGP,1683.266,218.854,1855.046,241.189,1816.641,236.196,0.907,0.223,0.776,1769.156,0.951,0.9073962742911161
604,EGY,2016,Egypt,True,EGP,1742.14,173.773,2024.731,201.96,1961.061,195.609,0.86,0.225,0.774,1883.435,0.924,0.8604327589621706
605,EGY,2017,Egypt,False,EGP,1892.742,106.438,2229.71,125.388,2153.413,121.097,0.848,0.226,0.773,2061.226,0.918,0.8488691102816857
606,EGY,2018,Egypt,False,EGP,1950.08,109.757,2325.148,130.866,2245.307,126.373,0.838,0.212,0.787,2137.614,0.912,0.8386975990708052
607,EGY,2019,Egypt,False,EGP,2157.66,128.657,2665.639,158.947,2592.565,154.59,0.809,0.143,0.856,2411.649,0.894,0.8094333331236199
608,EGY,2020,Egypt,False,EGP,2350.276,149.137,2783.753,176.643,2705.454,171.675,0.844,0.18,0.819,2567.014,0.915,0.8442848004166595
609,EGY,2021,Egypt,False,EGP,2621.784,167.585,2980.197,190.495,2912.839,186.189,0.879,0.187,0.812,2800.99,0.936,0.8797343762303472
610,EGY,2022,Egypt,False,EGP,2946.025,153.756,3306.615,172.575,3241.331,169.168,0.89,0.181,0.818,3126.319,0.942,0.8909517601043025
611,EGY,2023,Egypt,False,EGP,3385.253,110.534,3976.351,129.834,3889.176,126.988,0.851,0.147,0.852,3680.802,0.919,0.8513486451930927
612,ESP,2006,Spain,False,EUR,1324.208,1662.674,1745.746,2191.956,1572.821,1974.832,0.758,0.41,0.589,1534.977,0.862,0.7585343866391479
613,ESP,2007,Spain,False,EUR,1669.911,2288.577,2196.898,3010.8,1976.1,2708.202,0.76,0.418,0.581,1933.404,0.863,0.7601225587883619
614,ESP,2008,Spain,False,EUR,1851.946,2723.76,2457.322,3614.12,2191.699,3223.454,0.753,0.438,0.561,2154.634,0.859,0.7536440405963278
615,ESP,2009,Spain,False,EUR,1570.78,2190.896,2023.93,2822.942,1815.18,2531.781,0.776,0.46,0.539,1797.355,0.873,0.7761037952604057
616,ESP,2010,Spain,False,EUR,1595.78,2115.552,2049.81,2717.467,1838.82,2437.754,0.778,0.464,0.535,1822.795,0.875,0.778501450063607
617,ESP,2011,Spain,False,EUR,1601.05,2228.59,2058.04,2864.7,1841.75,2563.634,0.777,0.473,0.526,1829.545,0.875,0.777948825356931
618,ESP,2012,Spain,False,EUR,1595.48,2049.855,2083.739,2677.166,1850.26,2377.193,0.765,0.478,0.521,1839.61,0.867,0.7656809476887125
619,ESP,2013,Spain,False,EUR,1621.61,2153.69,2102.1,2791.837,1869.11,2482.399,0.771,0.484,0.515,1861.855,0.87,0.7714239763997683
620,ESP,2014,Spain,False,EUR,1618.1,2149.647,2125.86,2824.207,1881.32,2499.335,0.761,0.481,0.518,1871.98,0.864,0.761150652200777
621,ESP,2015,Spain,False,EUR,1643.79,1823.806,2122.47,2354.908,1893.7,2101.085,0.774,0.477,0.522,1883.129,0.872,0.7744701703845756
622,ESP,2016,Spain,False,EUR,1661.0,1838.566,2075.65,2297.543,1878.09,2078.864,0.8,0.476,0.523,1868.325,0.889,0.8002313776064256
623,ESP,2017,Spain,False,EUR,1668.68,1885.076,2090.65,2361.768,1888.95,2133.911,0.798,0.477,0.522,1879.665,0.887,0.7981630710552433
624,ESP,2018,Spain,False,EUR,1708.39,2017.531,2161.31,2552.409,1944.42,2296.272,0.79,0.478,0.521,1934.85,0.882,0.7904418923456232
625,ESP,2019,Spain,False,EUR,2120.385,2373.717,2717.101,3041.726,2435.809,2726.826,0.78,0.471,0.528,2418.743,0.876,0.7803848867386477
626,ESP,2020,Spain,False,EUR,2349.408,2683.484,2873.061,3281.599,2626.703,3000.21,0.817,0.47,0.529,2611.234,0.899,0.817736719203047
627,ESP,2021,Spain,False,EUR,2339.935,2767.535,2821.374,3336.952,2593.193,3067.074,0.829,0.473,0.526,2580.654,0.906,0.829360146624824
628,ESP,2022,Spain,False,EUR,2400.771,2528.129,2989.707,3148.307,2708.794,2852.492,0.803,0.476,0.523,2695.239,0.89,0.8030122221244624
629,ESP,2023,Spain,False,EUR,2624.343,2837.619,3240.36,3503.7,2944.235,3183.509,0.809,0.48,0.519,2932.351,0.894,0.8098921140508606
630,EST,2002,Estonia,False,EUR,329.82,311.869,451.22,426.662,395.33,373.814,0.73,0.46,0.539,390.52,0.844,0.7309509635261636
631,EST,2004,Estonia,False,EEK,338.393,26.866,495.586,39.346,414.186,32.883,0.682,0.517,0.482,416.989,0.811,0.6828140090479338
632,EST,2005,Estonia,False,EEK,359.666,28.582,535.064,42.52,445.495,35.402,0.672,0.51,0.489,447.365,0.803,0.6722013170272813
633,EST,2006,Estonia,False,EEK,416.605,33.421,611.912,49.089,512.27,41.095,0.68,0.51,0.489,514.258,0.81,0.6808246246613294
634,EST,2007,Estonia,False,EEK,650.047,56.853,962.96,84.22,804.916,70.398,0.675,0.505,0.494,806.503,0.806,0.6750534314889575
635,EST,2008,Estonia,False,EEK,779.151,72.856,1127.079,105.389,948.293,88.672,0.691,0.513,0.486,953.115,0.817,0.6913055442218827
636,EST,2009,Estonia,False,EEK,841.205,74.724,1221.729,108.526,1017.959,90.426,0.688,0.535,0.464,1031.467,0.815,0.6885354661555757
637,EST,2010,Estonia,False,EEK,862.178,73.024,1251.419,105.991,1040.869,88.158,0.688,0.54,0.459,1056.798,0.815,0.6889641573341133
638,EST,2012,Estonia,False,EUR,918.127,1179.599,1354.624,1740.406,1129.167,1450.74,0.677,0.516,0.483,1136.375,0.807,0.6777723128971056
639,EST,2013,Estonia,False,EUR,970.231,1288.581,1490.048,1978.96,1218.527,1618.348,0.651,0.522,0.477,1230.139,0.788,0.6511404980393741
640,EST,2014,Estonia,False,EUR,1133.255,1505.53,1689.055,2243.911,1400.531,1860.606,0.67,0.519,0.48,1411.155,0.803,0.6709401576087465
641,EST,2015,Estonia,False,EUR,1217.125,1350.416,1653.322,1834.382,1429.967,1586.566,0.736,0.512,0.487,1435.223,0.848,0.7361694565254129
642,EST,2016,Estonia,False,EUR,1239.163,1371.633,1714.109,1897.353,1471.64,1628.963,0.722,0.51,0.489,1476.636,0.839,0.7229192459178656
643,EST,2017,Estonia,False,EUR,1299.89,1468.462,1674.764,1891.949,1482.831,1675.127,0.776,0.511,0.488,1487.327,0.873,0.7761636280893407
644,EST,2018,Estonia,False,EUR,1440.261,1700.883,1842.367,2175.751,1637.51,1933.825,0.781,0.509,0.49,1641.313,0.877,0.7817452456646004
645,EST,2019,Estonia,False,EUR,1510.551,1691.023,1886.108,2111.45,1693.642,1895.989,0.8,0.512,0.487,1698.329,0.889,0.8008823320466978
646,EST,2020,Estonia,False,EUR,1699.39,1941.036,2149.896,2455.603,1920.384,2193.455,0.79,0.509,0.49,1924.643,0.882,0.7904518767895299
647,EST,2021,Estonia,False,EUR,1843.801,2180.737,2248.34,2659.203,2044.395,2417.988,0.82,0.504,0.495,2046.07,0.901,0.8200716530479245
648,EST,2022,Estonia,False,EUR,1916.774,2018.456,2361.554,2486.831,2132.681,2245.817,0.811,0.514,0.485,2139.163,0.896,0.8116578890966052
649,EST,2023,Estonia,False,EUR,2142.428,2316.54,2716.815,2937.607,2418.598,2615.154,0.788,0.519,0.48,2429.621,0.881,0.7885806372329587
650,ETH,2005,Ethiopia,False,ETB,237.638,27.42,393.268,45.378,334.991,38.654,0.604,0.374,0.625,315.453,0.753,0.6042575697474547
651,ETH,2013,Ethiopia,False,ETB,1039.51,55.808,1516.786,81.431,1345.499,72.235,0.685,0.358,0.641,1278.148,0.813,0.6853409635151233
652,ETH,2021,Ethiopia,False,ETB,3439.449,78.645,4617.399,105.58,4195.965,95.943,0.744,0.357,0.642,4028.424,0.853,0.7448853949611669
653,FIN,2004,Finland,False,EUR,1887.637,2348.036,2571.503,3198.699,2227.584,2770.896,0.734,0.502,0.497,2229.57,0.846,0.7340596911431804
654,FIN,2005,Finland,False,EUR,1925.481,2395.472,2616.847,3255.594,2265.635,2818.655,0.735,0.507,0.492,2271.164,0.847,0.7358018229545822
655,FIN,2006,Finland,False,EUR,1984.211,2491.373,2692.855,3381.145,2336.174,2933.297,0.736,0.503,0.496,2338.533,0.848,0.7368429925365519
656,FIN,2007,Finland,False,EUR,2606.696,3572.42,3495.271,4790.193,3052.066,4182.79,0.745,0.498,0.501,3050.983,0.854,0.745777884106131
657,FIN,2008,Finland,False,EUR,2647.005,3893.097,3669.396,5396.784,3156.464,4642.387,0.721,0.501,0.498,3158.2,0.838,0.7213735068885471
658,FIN,2009,Finland,False,EUR,2868.588,4001.056,3933.499,5486.375,3396.454,4737.314,0.729,0.504,0.495,3401.043,0.843,0.7292713312524208
659,FIN,2010,Finland,False,EUR,3008.14,3987.941,3908.195,5181.159,3452.691,4577.29,0.769,0.506,0.493,3458.167,0.869,0.7697005631365492
660,FIN,2011,Finland,False,EUR,3137.946,4367.88,3951.765,5500.681,3541.288,4929.314,0.794,0.504,0.495,3544.855,0.885,0.794061680726441
661,FIN,2012,Finland,False,EUR,3232.304,4152.828,4165.486,5351.769,3691.604,4742.931,0.775,0.507,0.492,3698.895,0.873,0.7759729539896061
662,FIN,2013,Finland,False,EUR,3326.753,4418.32,4308.903,5722.732,3809.484,5059.444,0.772,0.508,0.491,3817.828,0.871,0.7720648110028566
663,FIN,2014,Finland,False,EUR,3532.456,4692.871,4432.131,5888.09,3965.993,5268.825,0.797,0.518,0.481,3982.293,0.887,0.7970107454199918
664,FIN,2015,Finland,False,EUR,3634.316,4032.32,4530.029,5026.125,4081.802,4528.812,0.802,0.5,0.499,4082.172,0.89,0.8022721281305181
665,FIN,2016,Finland,False,EUR,3680.155,4073.575,4584.065,5074.115,4128.517,4569.869,0.802,0.503,0.496,4132.109,0.89,0.8028148751062993
666,FIN,2017,Finland,False,EUR,3707.211,4187.966,4566.444,5158.626,4135.846,4672.188,0.811,0.501,0.498,4136.827,0.896,0.8118374931619389
667,FIN,2018,Finland,False,EUR,3647.848,4307.943,4576.121,5404.191,4115.657,4860.404,0.797,0.496,0.503,4111.984,0.887,0.7971485463781721
668,FIN,2019,Finland,False,EUR,3646.56,4082.231,4621.77,5173.954,4129.216,4622.552,0.788,0.505,0.494,4134.165,0.882,0.7889963845832415
669,FIN,2020,Finland,False,EUR,3756.05,4290.145,4674.024,5338.652,4229.336,4830.732,0.803,0.484,0.515,4215.037,0.891,0.8036007966055851
670,FIN,2021,Finland,False,EUR,3865.457,4571.832,4779.46,5652.86,4336.414,5128.852,0.808,0.484,0.515,4322.458,0.894,0.8087644130581689
671,FIN,2022,Finland,False,EUR,4150.138,4370.297,5090.332,5360.367,4620.305,4865.406,0.815,0.499,0.5,4620.235,0.898,0.8152980943282427
672,FIN,2023,Finland,False,EUR,4283.923,4632.072,5240.5,5666.388,4759.639,5146.449,0.817,0.502,0.497,4762.211,0.899,0.8174646706155668
673,FJI,2005,Fiji,True,FJD,586.416,346.777,591.658,349.877,590.101,348.956,0.991,0.297,0.702,589.037,0.995,0.9911397433955361
674,FJI,2011,Fiji,False,FJD,901.079,503.148,931.846,520.327,922.178,514.929,0.966,0.314,0.685,916.462,0.983,0.9669842233826037
675,FJI,2016,Fiji,False,FJD,1033.795,493.53,1075.061,513.23,1060.948,506.493,0.961,0.342,0.657,1054.428,0.98,0.961615649903552
676,FRA,1999,France,False,EUR,1146.7,1222.126,1558.4,1660.906,1366.9,1456.81,0.735,0.465,0.534,1352.55,0.847,0.7358188843920126
677,FRA,2000,France,False,EUR,1171.1,1081.643,1592.4,1470.761,1396.3,1289.64,0.735,0.465,0.534,1381.75,0.847,0.7354308415847307
678,FRA,2001,France,False,EUR,1208.9,1082.726,1629.9,1459.787,1434.7,1284.96,0.741,0.463,0.536,1419.4,0.851,0.7417013578008299
679,FRA,2002,France,False,EUR,1937.07,1831.642,2350.07,2222.164,2203.8,2083.855,0.824,0.354,0.645,2143.57,0.903,0.8242604956249853
680,FRA,2004,France,False,EUR,1694.399,2107.667,2261.96,2813.657,1992.726,2478.757,0.749,0.474,0.525,1978.179,0.856,0.7490845543717659
681,FRA,2005,France,True,EUR,1325.897,1649.536,1772.226,2204.809,1557.414,1937.563,0.748,0.481,0.518,1549.061,0.855,0.7481536949459113
682,FRA,2006,France,False,EUR,1371.114,1721.569,1801.633,2262.128,1592.678,1999.764,0.761,0.485,0.514,1586.373,0.864,0.7610396051859134
683,FRA,2007,France,False,EUR,1410.484,1933.038,1847.072,2531.372,1633.953,2239.297,0.763,0.488,0.511,1628.777,0.865,0.7636325281309899
684,FRA,2008,France,False,EUR,1443.25,2122.668,1898.871,2792.776,1676.993,2466.447,0.76,0.486,0.513,1671.06,0.863,0.7600566604697263
685,FRA,2009,France,False,EUR,1476.967,2060.047,1951.293,2721.629,1717.239,2395.175,0.756,0.493,0.506,1714.13,0.861,0.7569169052798894
686,FRA,2010,France,False,EUR,1503.324,1992.982,1969.879,2611.501,1738.951,2305.357,0.763,0.494,0.505,1736.601,0.865,0.7631557483608086
687,FRA,2011,France,False,EUR,1541.476,2145.666,2023.092,2816.053,1784.44,2483.861,0.761,0.495,0.504,1782.284,0.864,0.7619409151745369
688,FRA,2012,France,False,EUR,1566.588,2012.734,2067.19,2655.903,1819.133,2337.201,0.757,0.495,0.504,1816.889,0.862,0.7578341528286237
689,FRA,2013,France,False,EUR,1575.89,2092.967,2075.444,2756.435,1826.341,2425.596,0.759,0.498,0.501,1825.667,0.863,0.7593021420784456
690,FRA,2014,France,False,EUR,1601.748,2127.923,2084.425,2769.161,1843.536,2449.14,0.768,0.499,0.5,1843.086,0.869,0.7684359992069799
691,FRA,2015,France,False,EUR,1609.714,1785.998,2093.429,2322.687,1851.132,2053.855,0.768,0.5,0.499,1851.572,0.869,0.7689361502432313
692,FRA,2016,France,False,EUR,1625.982,1799.804,2107.755,2333.08,1866.954,2066.538,0.771,0.499,0.5,1866.868,0.87,0.7714283265040205
693,FRA,2017,France,False,EUR,1659.395,1874.587,2118.576,2393.316,1889.213,2134.209,0.783,0.499,0.5,1888.985,0.878,0.7832592937998994
694,FRA,2018,France,False,EUR,1687.112,1992.403,2175.934,2569.679,1931.652,2281.193,0.775,0.499,0.5,1931.523,0.873,0.7753509290460014
695,FRA,2019,France,False,EUR,1739.648,1947.492,2235.438,2502.516,1986.284,2223.595,0.778,0.502,0.497,1987.543,0.875,0.7782136058270955
696,FRA,2020,France,False,EUR,1780.588,2033.781,2252.553,2572.857,2015.55,2302.154,0.79,0.502,0.497,2016.57,0.882,0.7904757240686132
697,FRA,2021,France,False,EUR,3220.355,3808.844,4496.244,5317.889,3856.986,4561.813,0.716,0.501,0.498,3858.299,0.834,0.716232324518244
698,FRA,2022,France,False,EUR,3385.675,3565.28,4539.734,4780.561,3958.107,4168.078,0.745,0.503,0.496,3962.704,0.854,0.7457869484355498
699,FRA,2023,France,False,EUR,3571.583,3861.841,4642.333,5019.608,4107.888,4441.731,0.769,0.499,0.5,4106.957,0.869,0.7693511126765277
700,GBR,1998,United Kingdom of Great Britain and Northern Ireland,False,GBP,1365.867,2262.029,1615.467,2675.395,,,0.845,,,1490.667,0.916,0.8454934691886619
701,GBR,2000,United Kingdom of Great Britain and Northern Ireland,False,GBP,1494.567,2261.306,2044.467,3093.314,1959.533,2964.808,0.731,0.154,0.845,1769.517,0.844,0.731030215490571
702,GBR,2001,United Kingdom of Great Britain and Northern Ireland,False,GBP,1590.767,2290.01,2037.1,2932.535,1949.133,2805.901,0.78,0.197,0.802,1813.933,0.876,0.7808977556960106
703,GBR,2002,United Kingdom of Great Britain and Northern Ireland,False,GBP,1676.133,2512.102,2268.067,3399.262,2046.2,3066.739,0.739,0.374,0.625,1972.1,0.849,0.7390139389079158
704,GBR,2003,United Kingdom of Great Britain and Northern Ireland,False,GBP,1736.367,2835.012,2336.967,3815.627,2112.933,3449.842,0.743,0.373,0.626,2036.667,0.852,0.7430002985092621
705,GBR,2004,United Kingdom of Great Britain and Northern Ireland,False,GBP,1829.1,3348.896,2415.4,4422.352,2193.1,4015.343,0.757,0.379,0.62,2122.25,0.861,0.7572658169227597
706,GBR,2005,United Kingdom of Great Britain and Northern Ireland,True,EUR,1290.213,1605.142,2078.462,2585.794,1680.222,2090.347,0.62,0.505,0.494,1684.337,0.766,0.6207540121138807
707,GBR,2006,United Kingdom of Great Britain and Northern Ireland,False,EUR,1340.903,1683.636,2164.076,2717.211,1750.45,2197.864,0.619,0.502,0.497,1752.489,0.765,0.6196191609705688
708,GBR,2007,United Kingdom of Great Britain and Northern Ireland,False,EUR,1404.491,1924.824,2233.261,3060.635,1819.758,2493.938,0.628,0.498,0.501,1818.876,0.772,0.6288969445882961
709,GBR,2008,United Kingdom of Great Britain and Northern Ireland,False,EUR,1458.775,2145.501,2324.054,3418.116,1890.482,2780.437,0.627,0.501,0.498,1891.414,0.771,0.6276852511734535
710,GBR,2009,United Kingdom of Great Britain and Northern Ireland,False,EUR,1486.289,2073.05,2346.685,3273.115,1912.966,2668.171,0.633,0.504,0.495,1916.487,0.775,0.6333569092439466
711,GBR,2010,United Kingdom of Great Britain and Northern Ireland,False,EUR,1516.413,2010.334,2380.216,3155.493,1944.876,2578.354,0.637,0.503,0.496,1948.314,0.778,0.6370903056986659
712,GBR,2011,United Kingdom of Great Britain and Northern Ireland,False,EUR,1538.277,2141.213,2416.518,3363.684,1973.769,2747.398,0.636,0.504,0.495,1977.397,0.777,0.6365678226611061
713,GBR,2012,United Kingdom of Great Britain and Northern Ireland,False,EUR,1576.496,2025.464,2456.823,3156.498,2014.78,2588.567,0.641,0.502,0.497,2016.659,0.781,0.6416807487284959
714,GBR,2013,United Kingdom of Great Britain and Northern Ireland,False,EUR,1617.156,2147.774,2504.403,3326.142,2057.561,2732.684,0.645,0.503,0.496,2060.779,0.784,0.6457252877357611
715,GBR,2014,United Kingdom of Great Britain and Northern Ireland,False,EUR,1639.382,2177.921,2536.357,3369.553,2086.503,2771.921,0.646,0.501,0.498,2087.869,0.785,0.6463530919383075
716,GBR,2015,United Kingdom of Great Britain and Northern Ireland,False,EUR,1680.853,1864.929,2581.271,2863.953,2131.64,2365.082,0.651,0.499,0.5,2131.062,0.788,0.6511730464850506
717,GBR,2016,United Kingdom of Great Britain and Northern Ireland,False,EUR,1715.012,1898.352,2640.146,2922.386,2173.03,2405.333,0.649,0.504,0.495,2177.579,0.787,0.6495897530305716
718,GBR,2017,United Kingdom of Great Britain and Northern Ireland,False,EUR,1764.867,1993.737,2723.063,3076.193,2243.247,2534.154,0.648,0.5,0.499,2243.965,0.786,0.6481183072713578
719,GBR,2018,United Kingdom of Great Britain and Northern Ireland,False,EUR,1849.892,2184.638,2786.275,3290.464,2315.906,2734.98,0.663,0.502,0.497,2318.083,0.798,0.6639300718682836
720,GBR,2019,United Kingdom of Great Britain and Northern Ireland,False,GBP,1997.0,2548.998,2968.0,3788.396,2482.0,3168.059,0.672,0.5,0.499,2482.5,0.804,0.6728435992435848
721,GBR,2020,United Kingdom of Great Britain and Northern Ireland,False,EUR,2082.927,2379.112,3023.062,3452.93,2543.343,2904.997,0.689,0.51,0.489,2552.994,0.815,0.6890125198020233
722,GBR,2021,United Kingdom of Great Britain and Northern Ireland,False,EUR,2099.43,2483.08,3019.46,3571.237,2553.992,3020.709,0.695,0.505,0.494,2559.444,0.82,0.6952996958756867
723,GBR,2022,United Kingdom of Great Britain and Northern Ireland,False,EUR,2271.927,2392.449,3219.269,3390.046,2744.647,2890.247,0.705,0.501,0.498,2745.598,0.827,0.7057275918969832
724,GBR,2023,United Kingdom of Great Britain and Northern Ireland,False,EUR,2437.933,2636.061,3388.911,3664.324,2913.212,3149.964,0.719,0.5,0.499,2913.422,0.836,0.7193853491121418
725,GEO,1999,Georgia,False,GEL,47.4,23.413,90.9,44.9,67.5,33.341,0.521,0.537,0.462,69.15,0.685,0.5214476614699332
